total_cup_points,species,owner,country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
82.33,Arabica,juan luis alvarado romero,Guatemala,finca el morito,,beneficio el morito,11/9768/02,finca el morito,5500-6000 psnm,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69 kg,Asociacion Nacional Del Café,2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,0.0,Green,3,"October 5th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1676.4,1828.8,1752.6
81.83,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0634,beneficio ixchel,11/23/0634,"unex guatemala, s.a.",518,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.1,1,0.0,Green,1,"August 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,157.8864,157.8864,157.8864
83.17,Arabica,alfredo bojalil,Mexico,finca nueva linda,,agroindustrias unidas de mexico,2222,ecomtrading,1380,la concordia,OCTAVIO MOGUEL FARRERA,250,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,,5,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1380.0,1380.0,1380.0
81.17,Arabica,"exportadora atlantic, s.a.",Nicaragua,las promesas de san blass,017-053-0134,beneficio atlantic planta procedora condega,017-053-0134,exportadora atlantic s.a,1200,"dipilto, nueva segovia",GONZALO CASTILLO,275,69 kg,Instituto Hondureño del Café,2016,"March 8th, 2017","Exportadora Atlantic, S.A.",,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,7.25,0.09,0,0.0,Green,7,"March 8th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1200.0,1200.0,1200.0
82.5,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,4,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890.0,890.0,890.0
83.33,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0106,ipanema coffees,1227,south of minas,Ipanema Agrícola SA,10,2 kg,Specialty Coffee Association,2015/2016,"October 12th, 2015",Ipanema Coffees,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,0.1,1,0.0,Green,5,"October 11th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1227.0,1227.0,1227.0
83.0,Arabica,eric thormaehlen,Costa Rica,several,,several,5-0048-0022,coricafe s.a.,1100-1300,central valley,CORICAFE BLEND,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"February 14th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,3,"February 14th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1100.0,1300.0,1200.0
83.67,Arabica,"ceca, s.a.",Costa Rica,,8062-1,cafex,5-025-0109,"ceca,s.a.",1350,west valley,,275,69 kg,Specialty Coffee Association of Costa Rica,,"March 14th, 2016","CECA, S.A.",,,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,0.11,0,0.0,Blue-Green,1,"March 14th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1350.0,1350.0,1350.0
87.25,Arabica,essencecoffee,Ethiopia,drima zede,,drima zede,100181006,essence coffee,1700-2000m,gedio,LevelUp,250,60 kg,Blossom Valley International,2014,"March 25th, 2015",EssenceCoffee,Ethiopian Yirgacheffe,Natural / Dry,8.17,8.17,8.0,8.17,8.08,8.33,10.0,10.0,10.0,8.33,0.0,0,0.0,,8,"March 24th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1700.0,2000.0,1850.0
82.42,Arabica,the coffee source inc.,Guatemala,several,,ixchel,11-023-0024,the coffee source inc.,1400 mts,atitlan,UNEX,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,0.1,0,0.0,Green,0,"December 18th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1400.0,1400.0,1400.0
86.25,Arabica,daniel magu,Kenya,kangunu,,central kenya coffee mills,0,c dorman ltd,1800,muranga,Kangunu,320,1 kg,Kenya Coffee Traders Association,2013,"May 30th, 2014",Daniel Magu,SL34,Washed / Wet,8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,10.0,8.08,0.12,0,0.0,Blue-Green,1,"May 30th, 2015",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1800.0,1800.0,1800.0
81.58,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0058,ipanema coffees,1260,south of minas,Ipanema Coffees,300,60 kg,NUCOFFEE,2013/2014,"November 6th, 2013",Ipanema Coffees,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,0.12,0,0.0,Blue-Green,3,"November 6th, 2014",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1260.0,1260.0,1260.0
81.92,Arabica,saul m. hernandez ramirez,Mexico,platanal,,en el plan de guadalupe,1700920709,,981,"chapulhuacan, hidalgo","PONCE RUBIO, VENANCIO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,0.13,2,0.0,None,7,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,981.0,981.0,981.0
79.0,Arabica,sustainable harvest coffee,Peru,,,,030-0582-0050,sustainable harvest,1400,san ignacio,Frontera,280,69 kg,Specialty Coffee Association,2012,"January 8th, 2013",Sustainable Harvest Coffee,Typica,Washed / Wet,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,7.0,0.0,0,0.0,,4,"January 8th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400.0,1400.0,1400.0
83.33,Arabica,dane loraas,Peru,,,,030-0695-1742,sustainable harvest,,,,280,5 lbs,Specialty Coffee Association,2013,"January 21st, 2014",Dane Loraas,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,0.12,0,0.0,Green,5,"January 21st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,
81.5,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,,carapina armazens gerais,002/135-2/0276,exportadora de cafés carmo de minas ltda,1200,sul de minas,MARIA ROGERIA COSTA PEREIRA,300,60 kg,Specialty Coffee Association,2014,"July 29th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0.0,1,0.0,Green,1,"July 29th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0
82.92,Arabica,cqi taiwan icp cqi台灣合作夥伴,Ethiopia,-,none,,010/0357/0085,belayneh kindie,2000,"blida,kercha,guji,oromia",-,250,60 kg,Blossom Valley International,2016,"February 26th, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.58,0.0,1,0.0,Bluish-Green,20,"February 25th, 2017",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,2000.0,2000.0,2000.0
82.17,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,017/105/16042,dry mill,16042,"beneficiadora norteña de cafe, s. a. (bencafe)",1000,jinotega,MARCIO ALBERTO RIVERA CASTELLON,275,69 kg,Instituto Hondureño del Café,,"March 15th, 2016","BENCAFE, S. A.",,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,1,"March 15th, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1000.0,1000.0,1000.0
84.0,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0535,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,"August 8th, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,1,"August 8th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
82.08,Arabica,cafe politico,Colombia,,,,3-59-1656,cafe politico,,,,1,5 lbs,Specialty Coffee Association,2013,"September 12th, 2014",Cafe Politico,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,0.11,1,0.0,Green,0,"September 12th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,
83.08,Arabica,maria luisa del carmen rojas narvaez,Mexico,santa maria,,,1405830166,finca las nubes,1400,santa catarina juquila,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,10,1 kg,AMECAFE,2012,"June 6th, 2012",MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,0.0,,1,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400.0,1400.0,1400.0
84.58,Arabica,lusso lab,Costa Rica,la chaparral,,,,lusso coffee lab,1450 ~ 1700 m,tres rios,,1,1 kg,Specialty Coffee Association,2012,"March 12th, 2013",LUSSO LAB,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,0.12,0,0.0,Bluish-Green,2,"March 12th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1450.0,1700.0,1575.0
81.33,Arabica,klem organics,Brazil,fazendas klem ltda,KLEM-C08,dry mill,002/1566/0003,klem organics coffee,1100,matas de minas,NAGIPE VIANA KLEM,42,5 kg,Specialty Coffee Association,,"November 15th, 2017
",KlemOrganics,Catuai,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,0.11,0,0.0,Green,0,"November 15th, 2018
",Specialty Coffee Association,d3ed2a8c1db69c87daef88f425dd0e8ef3216a39,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100.0,1100.0,1100.0
81.83,Arabica,juan luis alvarado romero,Guatemala,el sacramento,,beneficio ixchel,11/23/0397,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,0.11,0,0.0,Green,1,"February 26th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
82.67,Arabica,doi tung development project,Thailand,doi tung development project,,doi tung development project,-,mae fah luang foundation,,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"June 13th, 2012",Doi Tung Development Project,Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,0.12,0,0.0,Bluish-Green,0,"June 13th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,
82.42,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los llanitos,,la yerba,703805790,productos y servicios chilindron s.a. de c.v.,1296,la yerba,AVELINO CHAVEZ REYNA,10,1 kg,AMECAFE,2014,"August 14th, 2014",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,Green,0,"August 14th, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1296.0,1296.0,1296.0
82.83,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-27,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÓN, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,4,"March 24th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0
75.17,Arabica,francisco hernandez lorenzo,Mexico,"zaragoza, montelibano, pamal navil",,"zaragoza, montelibano, pamal navil",2670,sposel s. de s.s.,1200,ocosingo,SPOSEL S. DE S.S.,100,1 kg,AMECAFE,2012,"September 12th, 2012",FRANCISCO HERNANDEZ LORENZO,Mundo Novo,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,6.58,0.11,0,0.0,Green,20,"September 12th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0
87.33,Arabica,ethiopia commodity exchange,Ethiopia,,,,010/0056,,,yirgacheffe,Green Gold Ethiopia | Phone: 0114342032,150,6,Ethiopia Commodity Exchange,2009/2010,"June 16th, 2010",Ethiopia Commodity Exchange,,,8.17,8.33,8.25,8.33,8.42,8.33,9.33,10.0,9.33,8.83,0.05,0,0.0,,2,"June 16th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,,,
84.67,Arabica,松澤宏樹 koju matsuzawa,Japan,ada farm,MCRKPBG 15/16,ada farm,,matsuzawa coffee,170,ada okinawa japan,Taijiro TOKUDA,20,1 kg,Specialty Coffee Institute of Asia,,"November 2nd, 2016",松澤宏樹 Koju Matsuzawa,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,0.12,0,0.0,Green,0,"November 2nd, 2017",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,170.0,170.0,170.0
81.5,Arabica,tomas edelmann blass,Mexico,hamburgo 7 arroyos,,finca hamburgo,1506546082,,1250,tapachula,TOMAS EDELMANN BLASS,50,80 kg,AMECAFE,2012,"July 26th, 2012",TOMAS EDELMANN BLASS,Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,7.5,0.13,0,0.0,Green,5,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0
81.17,Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,5-0048-0126,coricafe s.a.,1200-1400,central valley,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"May 9th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,0.11,0,0.0,Green,3,"May 9th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200.0,1400.0,1300.0
83.0,Robusta,ugacof,Uganda,ugacof project area,,ugacof,0,ugacof ltd,1212,central,UGACOF,320,60 kg,Uganda Coffee Development Authority,2013,"July 14th, 2014",UGACOF,,,8.0,7.92,7.92,7.75,7.83,7.75,10.0,10.0,7.75,8.08,0.12,0,0.0,Green,7,"July 14th, 2015",Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,1212.0,1212.0,1212.0
84.33,Arabica,the coffee source inc.,Guatemala,las minas,,las minas,11-897-10,,4400-4700 ft,nuevo oriente,Miguel Hernandez,250,1,Specialty Coffee Association,December 2009-March 2010,"April 30th, 2010",The Coffee Source Inc.,,,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,0.04,1,0.0,,1,"April 30th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1341.12,1432.56,1386.84
81.08,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,,hacienda alto grande,,"hacienda alto grande, llc.",2800 ft,yauco region,Hacienda Alto Grande,18,5 lbs,Specialty Coffee Association,2013,"May 28th, 2014",German Negron,Other,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,0.0,0,0.0,Green,0,"May 28th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,853.44,853.44,853.44
63.08,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,017-053-0211/ 017-053-0212,beneficio atlantic condega,017-053-0211/ 017-053-0212,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez,550,69 kg,Instituto Hondureño del Café,2016,"June 6th, 2017","Exportadora Atlantic, S.A.",Caturra,Other,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,6.0,6.17,0.13,1,0.0,Green,5,"June 6th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1100.0,1100.0,1100.0
82.75,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA 210688,,,kona,,14,1,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,,7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,10.0,7.42,0.0,0,0.0,,2,"June 29th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,
84.33,Arabica,bismarck castro,Honduras,las cuchillas,152,cigrah s.a de c.v.,13-111-023,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,66 kg,Instituto Hondureño del Café,2016,"May 11th, 2017",Bismarck Castro,Caturra,,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,0.1,0,0.0,Green,3,"May 11th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500.0,1500.0,1500.0
83.75,Arabica,carcafe ltda ci,Colombia,,,neiva,3-59-0708,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN,250,70 kg,Almacafé,2015/2016,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,0.0,0,0.0,Green,0,"November 26th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0
83.0,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,Green,4,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890.0,890.0,890.0
79.67,Arabica,consejo salvadoreño del café,El Salvador,la montaña,1,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,9,consejo salvadoreño del café,1250,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,275,69 kg,Salvadoran Coffee Council,2016,"March 23rd, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,0.0,0,0.0,Bluish-Green,12,"March 23rd, 2018",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1250.0,1250.0,1250.0
80.0,Arabica,kurt kappeli,Mexico,various,,productores de cafes especiales sc,0016-2050-0001,globus coffee,1300 to 1500 meters,"sierra fraylesca, chiapas",various small producers,280,2 kg,Specialty Coffee Association,2014,"May 1st, 2014",Kurt Kappeli,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,0.0,0,0.0,Green,2,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1500.0,1400.0
80.17,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,,cafes de naranjal s.a. de c.v.,1104367469,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,15,1 kg,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,0.12,0,0.0,Green,12,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000.0,1000.0,1000.0
83.0,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0021,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,LA PLATA,275,70 kg,Almacafé,2012,"October 23rd, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,0.11,1,0.0,Green,2,"October 23rd, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
80.5,Arabica,juan luis alvarado romero,Guatemala,el guayabo,11/15/0293,el guayabo,11/15/0293,"peter schoelfeld, s.a",1500,santa rosa,EDWIN MUÑOZ,275,69 kg,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,0.1,0,0.0,Green,4,"September 8th, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0
83.17,Arabica,the coffee source inc.,El Salvador,several,,la majada cooperative,9-29-1990,,1200 mts,santa ana,Several,250,69 kg,Specialty Coffee Association,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,,,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,0.14,0,0.0,,3,"August 22nd, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0
84.58,Arabica,nucoffee,Brazil,fazenda vista alegre,,,002/1251/0076,nucoffee,1100m,mountains of minas gerais,Geraldo Paixão,35,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,0.11,0,0.0,Blue-Green,1,"December 2nd, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1100.0,1100.0,1100.0
87.42,Arabica,grounds for health admin,Indonesia,toarco jaya,,,,,1200-1800m,sulawesi,P.T. Toarco Jaya,1,"2 kg,lbs",Specialty Coffee Association,May-August,"May 31st, 2010",Grounds for Health Admin,,,8.33,8.25,7.83,7.75,8.5,8.42,10.0,10.0,10.0,8.33,0.03,0,0.0,,0,"May 31st, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1800.0,1500.0
